mile,lat,lon,nearest_main_m,main_Trail_Name,main_Corridor,main_Trail_ID,main_LandUnit_N,main_Manager_Na,main_Eng_Seg,main_Start_Seg,nearest_alt_m,alt_Trail_Name,alt_Corridor,alt_Trail_ID,alt_LandUnit_N,alt_Manager_Na,alt_Eng_Seg,alt_Start_Seg,canonical_section,segment,route
1301.000,30.534191,-85.909044,66.3,Dead River Road,Main,T460,Nokuse Plantation Conservation Easements,USDA FS,Join Dead River Road,Leave Dead River Road,80485.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1302.000,30.530444,-85.892820,454.4,Nokuse Plantation,Main,T460,Nokuse Plantation Conservation Easements,USDA FS,Join Dead River Road,Jct SR 20 and trailhead,82040.1,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1303.000,30.526697,-85.876596,2028.0,Nokuse Plantation,Main,T460,Nokuse Plantation Conservation Easements,USDA FS,Join Dead River Road,Jct SR 20 and trailhead,83596.7,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1304.000,30.522950,-85.860372,3408.9,Nokuse Plantation,Main,T460,Nokuse Plantation Conservation Easements,USDA FS,Join Dead River Road,Jct SR 20 and trailhead,85155.2,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1305.000,30.519203,-85.844148,4830.0,Nokuse Plantation,Main,T460,Nokuse Plantation Conservation Easements,USDA FS,Join Dead River Road,Jct SR 20 and trailhead,86715.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1306.000,30.515456,-85.827924,6175.7,Nokuse Plantation,Main,T460,Nokuse Plantation Conservation Easements,USDA FS,Join Dead River Road,Jct SR 20 and trailhead,88277.6,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1307.000,30.511709,-85.811700,7587.3,Nokuse Plantation,Main,T460,Nokuse Plantation Conservation Easements,USDA FS,Join Dead River Road,Jct SR 20 and trailhead,89841.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1308.000,30.507961,-85.795476,7580.7,SR 20,Main,T107,SR 20 Connector,Roadwalk,Leave SR 20 at junction with powerline east of Ebro,SR 20/SR 77 intersection,91406.7,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1309.000,30.504214,-85.779252,7186.9,SR 20,Main,T107,SR 20 Connector,Roadwalk,Leave SR 20 at junction with powerline east of Ebro,SR 20/SR 77 intersection,92973.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1310.000,30.500467,-85.763028,6782.3,SR 20,Main,T107,SR 20 Connector,Roadwalk,Leave SR 20 at junction with powerline east of Ebro,SR 20/SR 77 intersection,94541.8,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1311.000,30.496720,-85.746804,6385.9,SR 20,Main,T107,SR 20 Connector,Roadwalk,Leave SR 20 at junction with powerline east of Ebro,SR 20/SR 77 intersection,96111.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1312.000,30.492973,-85.730579,5988.2,SR 20,Main,T107,SR 20 Connector,Roadwalk,Leave SR 20 at junction with powerline east of Ebro,SR 20/SR 77 intersection,97682.3,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1313.000,30.489226,-85.714355,5589.9,SR 20,Main,T107,SR 20 Connector,Roadwalk,Leave SR 20 at junction with powerline east of Ebro,SR 20/SR 77 intersection,99254.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1314.000,30.485479,-85.698131,5227.1,SR 20,Main,T107,SR 20 Connector,Roadwalk,Leave SR 20 at junction with powerline east of Ebro,SR 20/SR 77 intersection,100827.8,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1315.000,30.481731,-85.681907,5211.8,SR 20,Main,T107,SR 20 Connector,Roadwalk,Leave SR 20 at junction with powerline east of Ebro,SR 20/SR 77 intersection,102402.2,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1316.000,30.477984,-85.665683,5583.0,SR 20,Main,T107,SR 20 Connector,Roadwalk,Leave SR 20 at junction with powerline east of Ebro,SR 20/SR 77 intersection,103977.7,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1317.000,30.474237,-85.649459,5548.2,SR 20,Main,T669,SR 20 Connector,Roadwalk,SR 20/SR 77 intersection,Join SR 20,105554.3,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1318.000,30.470490,-85.633235,4509.1,Econfina Creek,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,107131.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1319.000,30.466743,-85.617011,3381.8,Econfina Creek,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,108710.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1320.000,30.462996,-85.600787,2499.0,Econfina Creek,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,110289.8,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1321.000,30.459249,-85.584563,1345.5,Econfina Creek,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,111870.1,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1322.000,30.454258,-85.570242,13.8,Rattlesnake North Campsite,Main,T309,Econfina Creek Water Management Area,NWFWMD,End at Rattlesnake North Campsite,Leave Econfina Creek trail,113347.3,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1323.000,30.459260,-85.557354,69.4,Econfina Creek,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,114220.6,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1324.000,30.469458,-85.545436,647.0,Econfina Creek,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,114776.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1325.000,30.479656,-85.533517,506.7,Econfina Creek,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,115352.6,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1326.000,30.489854,-85.521599,6.0,Econfina Creek,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,115947.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1327.000,30.500052,-85.509681,331.1,Econfina Creek,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,116561.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1328.000,30.510250,-85.497763,369.0,Econfina Creek,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,117193.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1329.000,30.520448,-85.485845,59.7,Econfina Creek,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,117844.7,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1330.000,30.530636,-85.480902,219.1,Trap Pond spur trail,Main,T305,Econfina Creek Water Management Area,NWFWMD,End at Trap Pond Camp,Leave Econfina Creek,117887.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1331.000,30.530151,-85.464109,44.7,Econfina Creek,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,119414.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1332.000,30.529666,-85.447317,1166.8,Econfina Creek,Main,T267,Econfina Creek WMA,NWFWMD,Econfina Creek WMD western boundary/SR 20,Scott Road trailhead/Econfina Creek WMD eastern boundary,120944.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1333.000,30.529181,-85.430524,1859.7,Betts Road/Scott Road,Main,T665,Betts Rd/Scott Rd Connector,Roadwalk,Scott Rd Trailhead,CR 274/CR 167 intersection,122475.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1334.000,30.528696,-85.413732,1446.2,Betts Road/Scott Road,Main,T665,Betts Rd/Scott Rd Connector,Roadwalk,Scott Rd Trailhead,CR 274/CR 167 intersection,124009.3,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1335.000,30.528211,-85.396939,1076.9,Betts Road/Scott Road,Main,T665,Betts Rd/Scott Rd Connector,Roadwalk,Scott Rd Trailhead,CR 274/CR 167 intersection,125544.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1336.000,30.527726,-85.380147,567.9,CR 274,Main,T666,CR 274 Connector,Roadwalk,CR 274/CR 167 intersection,Join CR 274,127081.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1337.000,30.527241,-85.363354,97.3,CR 274,Main,T666,CR 274 Connector,Roadwalk,CR 274/CR 167 intersection,Join CR 274,128620.2,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1338.000,30.526755,-85.346562,70.9,CR 274,Main,T666,CR 274 Connector,Roadwalk,CR 274/CR 167 intersection,Join CR 274,130160.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1339.000,30.526270,-85.329769,314.2,CR 274,Main,T666,CR 274 Connector,Roadwalk,CR 274/CR 167 intersection,Join CR 274,131702.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1340.000,30.525785,-85.312977,834.9,CR 274,Main,T666,CR 274 Connector,Roadwalk,CR 274/CR 167 intersection,Join CR 274,133245.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1341.000,30.525300,-85.296184,851.9,CR 274,Main,T666,CR 274 Connector,Roadwalk,CR 274/CR 167 intersection,Join CR 274,134790.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1342.000,30.524815,-85.279392,873.6,CR 274,Main,T666,CR 274 Connector,Roadwalk,CR 274/CR 167 intersection,Join CR 274,136337.3,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1343.000,30.524330,-85.262599,932.7,CR 274,Main,T666,CR 274 Connector,Roadwalk,CR 274/CR 167 intersection,Join CR 274,137885.0,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1344.000,30.523845,-85.245807,1038.1,CR 274,Main,T666,CR 274 Connector,Roadwalk,CR 274/CR 167 intersection,Join CR 274,139434.1,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1345.000,30.523360,-85.229014,1001.7,CR 274,Main,T666,CR 274 Connector,Roadwalk,CR 274/CR 167 intersection,Join CR 274,140984.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1346.000,30.522875,-85.212222,1419.1,CR 274,Main,T666,CR 274 Connector,Roadwalk,CR 274/CR 167 intersection,Join CR 274,142536.2,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1347.000,30.522389,-85.195429,1437.4,CR 274,Main,T666,CR 274 Connector,Roadwalk,CR 274/CR 167 intersection,Join CR 274,144089.0,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1348.000,30.521904,-85.178637,1452.4,CR 274,Main,T263,CR 274 Connector,Roadwalk,CR 274/CR 167 intersection,Join CR 274,145643.1,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1349.000,30.521419,-85.161845,254.0,Upper Chipola,Main,T702,Upper Chipola River WMA,NWFWMD,Join Upper Chipola Altha Tract dirt access road,Upper Chipola Altha Tract south entrance,147198.2,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1350.000,30.511431,-85.151859,1201.4,Upper Chipola spur trail,Main,T703,Upper Chipola River WMA,NWFWMD,Primitive Chipola Campsite,Junction with FNST,148436.6,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1351.000,30.498698,-85.143881,2520.8,SR 71,Main,T664,SR 71 Connector,Roadwalk,Join CR 275,SR 71 Trailhead,149587.2,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1352.000,30.485965,-85.135902,2489.8,SR 71,Main,T664,SR 71 Connector,Roadwalk,Join CR 275,SR 71 Trailhead,150746.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1353.000,30.473232,-85.127924,2462.2,SR 71,Main,T664,SR 71 Connector,Roadwalk,Join CR 275,SR 71 Trailhead,151913.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1354.000,30.460499,-85.119946,2731.3,SR 71,Main,T664,SR 71 Connector,Roadwalk,Join CR 275,SR 71 Trailhead,153089.6,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1355.000,30.447766,-85.111968,3354.0,SR 71,Main,T664,SR 71 Connector,Roadwalk,Join CR 275,SR 71 Trailhead,154273.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1356.000,30.435033,-85.103989,4248.9,SR 71,Main,T664,SR 71 Connector,Roadwalk,Join CR 275,SR 71 Trailhead,155464.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1357.000,30.422300,-85.096011,4926.5,Blountstown Greenway,Main,T531,Blountstown Greenway,City of Blountstown,SR 71 Trailhead,Leave SR 20,156664.1,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1358.000,30.409567,-85.088033,5404.8,Blountstown Greenway,Main,T531,Blountstown Greenway,City of Blountstown,SR 71 Trailhead,Leave SR 20,157870.7,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1359.000,30.396834,-85.080055,6185.4,Blountstown Greenway,Main,T531,Blountstown Greenway,City of Blountstown,SR 71 Trailhead,Leave SR 20,159084.6,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1360.000,30.384101,-85.072076,7225.6,Blountstown Greenway,Main,T531,Blountstown Greenway,City of Blountstown,SR 71 Trailhead,Leave SR 20,160305.7,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1361.000,30.371368,-85.064098,7634.9,CR 12,Main,T667,CR 12 Connector,Roadwalk,CR 12/SR 20 Intersection,Trail joins CR 12,161533.7,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1362.000,30.358635,-85.056120,6191.6,CR 12,Main,T667,CR 12 Connector,Roadwalk,CR 12/SR 20 Intersection,Trail joins CR 12,162768.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1363.000,30.345902,-85.048141,4749.4,CR 12,Main,T667,CR 12 Connector,Roadwalk,CR 12/SR 20 Intersection,Trail joins CR 12,164010.0,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1364.000,30.333169,-85.040163,3309.5,CR 12,Main,T667,CR 12 Connector,Roadwalk,CR 12/SR 20 Intersection,Trail joins CR 12,165258.0,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1365.000,30.320436,-85.032185,1869.2,CR 12,Main,T667,CR 12 Connector,Roadwalk,CR 12/SR 20 Intersection,Trail joins CR 12,166512.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1366.000,30.307703,-85.024207,584.5,CR 12,Main,T667,CR 12 Connector,Roadwalk,CR 12/SR 20 Intersection,Trail joins CR 12,167773.0,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1367.000,30.295796,-85.015599,253.2,Apalachicola West,Main,T392,Apalachicola National Forest,USDA FS,Apalachicola National Forest western boundary/CR 12,Leave FR 105,169058.2,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1368.000,30.287048,-85.002246,670.8,Apalachicola West,Main,T392,Apalachicola National Forest,USDA FS,Apalachicola National Forest western boundary/CR 12,Leave FR 105,170623.0,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1369.000,30.278300,-84.988894,275.4,Apalachicola West,Main,T502,Apalachicola National Forest,USDA FS,Apalachicola National Forest western boundary/CR 12,Leave FR 105,172188.8,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1370.000,30.272796,-84.973564,693.5,Apalachicola West,Main,T501,Apalachicola National Forest,USDA FS,Apalachicola National Forest western boundary/CR 12,Leave FR 105,173782.7,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1371.000,30.268239,-84.957668,1224.7,Apalachicola West,Main,T499,Apalachicola National Forest,USDA FS,Join FR 105,Leave FR 112-H,175383.8,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1372.000,30.263682,-84.941771,1262.7,Apalachicola West,Main,T111,Apalachicola National Forest,USDA FS,Join FR 105,Leave FR 112-H,176985.0,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1373.000,30.259125,-84.925875,1959.3,Apalachicola West,Main,T111,Apalachicola National Forest,USDA FS,Join FR 105,Leave FR 112-H,178586.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1374.000,30.254568,-84.909978,2196.7,Apalachicola West,Main,T119,Apalachicola National Forest,USDA FS,Join FR 112-H,Leave FR 112,180188.1,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1375.000,30.250012,-84.894082,2043.5,Apalachicola West,Main,T119,Apalachicola National Forest,USDA FS,Join FR 112-H,Leave FR 112,181789.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1376.000,30.245455,-84.878185,2479.7,Apalachicola West,Main,T119,Apalachicola National Forest,USDA FS,Join FR 112-H,Leave FR 112,183391.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1377.000,30.240898,-84.862289,2853.1,Apalachicola West,Main,T398,Apalachicola National Forest,USDA FS,Join SW Vilas Sumner Road,Leave FR 107,184994.0,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1378.000,30.236341,-84.846392,3372.0,Apalachicola West,Main,T398,Apalachicola National Forest,USDA FS,Join SW Vilas Sumner Road,Leave FR 107,186596.3,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1379.000,30.231784,-84.830496,2597.8,Apalachicola West,Main,T115,Apalachicola National Forest,USDA FS,Leave 107-T,Join 175-A,188198.8,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1380.000,30.227227,-84.814599,1494.2,Apalachicola West,Main,T115,Apalachicola National Forest,USDA FS,Leave 107-T,Join 175-A,189801.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1381.000,30.222670,-84.798703,550.0,Apalachicola West,Main,T116,Apalachicola National Forest,USDA FS,Join FR 175-A,Leave FR 107,191404.1,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1382.000,30.218113,-84.782807,223.0,Apalachicola West,Main,T543,Apalachicola National Forest,USDA FS,Leave FR 107,Join FR 107,193007.1,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1383.000,30.213556,-84.766910,64.6,Apalachicola West,Main,T543,Apalachicola National Forest,USDA FS,Leave FR 107,Join FR 107,194610.1,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1384.000,30.209000,-84.751014,214.0,Apalachicola West,Main,T400,Apalachicola National Forest,USDA FS,Join FR 107,Leave CR 67,196213.3,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1385.000,30.204443,-84.735117,448.3,Apalachicola West,Main,T400,Apalachicola National Forest,USDA FS,Join FR 107,Leave CR 67,197816.7,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1386.000,30.199886,-84.719221,353.4,Apalachicola West,Main,T113,Apalachicola National Forest,USDA FS,Join CR 67,Leave FR 142,199420.2,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1387.000,30.195329,-84.703324,153.1,Apalachicola West,Main,T677,Apalachicola National Forest,USDA FS,Join FR 142,Leave FR 142-C,201023.8,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1388.000,30.190772,-84.687428,960.8,Apalachicola West,Main,T93,Apalachicola National Forest,USDA FS,Join FR 142-C,Leave FR 142-B,202627.6,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1389.000,30.186215,-84.671531,1038.1,CR 375/FR 13,Main,T274,CR 375/FR 13 Connector,Roadwalk,Leave FR 13 after Ochlockonee River Bridge Crossing,Leave FR 314 at CR 368,204231.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
1390.000,30.181658,-84.655635,445.5,CR 375/FR 13,Main,T274,CR 375/FR 13 Connector,Roadwalk,Leave FR 13 after Ochlockonee River Bridge Crossing,Leave FR 314 at CR 368,205835.6,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground,,,
