route	needs_review	mile	id	lat	lon	corridor	segment_code	section_code	segment_name	section_name	include	notes
main-spine	0	112	ft-main-mi0112000	26.819207077879234	-81.03961150088857	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	113	ft-main-mi0113000	26.822299919527705	-81.05544574121143	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	114	ft-main-mi0114000	26.830469222668324	-81.06792458650712	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	115	ft-main-mi0115000	26.837950044672397	-81.08123052537826	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	116	ft-main-mi0116000	26.831341862023322	-81.08440596912065	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	117	ft-main-mi0117000	26.83346635798196	-81.09338575252654	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	118	ft-main-mi0118000	26.841025516907717	-81.08934695533061	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	119	ft-main-mi0119000	26.852495742353014	-81.09785160046674	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	120	ft-main-mi0120000	26.86441433785977	-81.10705538700604	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	121	ft-main-mi0121000	26.876332337253242	-81.11626111333533	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	122	ft-main-mi0122000	26.88927596198593	-81.12192577917372	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	123	ft-main-mi0123000	26.90374888661293	-81.12183355752994	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	124	ft-main-mi0124000	26.91822181118001	-81.12174131224263	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	125	ft-main-mi0125000	26.93259220018046	-81.1221398983335	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	126	ft-main-mi0126000	26.94706511739652	-81.12204669460621	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	127	ft-main-mi0127000	26.961433134036696	-81.12128418213692	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	128	ft-main-mi0128000	26.97330869954828	-81.11366298503238	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	129	ft-main-mi0129000	26.97790621384696	-81.09885523133043	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	130	ft-main-mi0130000	26.98170699063968	-81.08373271291006	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	131	ft-main-mi0131000	26.993475754336686	-81.07427999541943	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	132	ft-main-mi0132000	26.998509103342737	-81.06793204156362	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	133	ft-main-mi0133000	27.00276767719683	-81.05272957330429	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	134	ft-main-mi0134000	27.007705199051685	-81.037470148004	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	135	ft-main-mi0135000	27.01393864237422	-81.02290317135989	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	136	ft-main-mi0136000	27.020109793299778	-81.00882425585702	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	137	ft-main-mi0137000	27.031581321855914	-80.9990832048795	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	138	ft-main-mi0138000	27.04189378086468	-80.98781735528974	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	139	ft-main-mi0139000	27.053779659659668	-80.97856134003415	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	140	ft-main-mi0140000	27.064832954388024	-80.97707142342516	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	141	ft-main-mi0141000	27.065609993752613	-80.96780072446296	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	142	ft-main-mi0142000	27.075817989231208	-80.95627832150089	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	143	ft-main-mi0143000	27.085998141238147	-80.94472384500041	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	144	ft-main-mi0144000	27.096170632119023	-80.93315982021629	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	145	ft-main-mi0145000	27.10634044673992	-80.92159176696636	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	146	ft-main-mi0146000	27.116507740621284	-80.91001985939734	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	147	ft-main-mi0147000	27.122193718333314	-80.89623426933144	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
